epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,558.09,0.36012,1.52158,0.92007,0.70933,0.66556,0.74958,0.71122,0.4825,4.69334,1.08854,0.007921,0.007921,0.007921
23,583.61,0.35613,1.50796,0.91891,0.74698,0.68712,0.77353,0.72344,0.50893,4.97625,1.09837,0.007822,0.007822,0.007822
24,609.222,0.35609,1.50086,0.91831,0.78275,0.74069,0.82073,0.79505,0.45606,4.30866,1.08716,0.007723,0.007723,0.007723
25,634.585,0.34859,1.49364,0.91717,0.80373,0.68432,0.81863,0.77751,0.46697,4.86148,1.08607,0.007624,0.007624,0.007624
26,659.946,0.34882,1.48649,0.91669,0.67909,0.65643,0.74416,0.70896,0.47851,4.7234,1.08975,0.007525,0.007525,0.007525
27,685.451,0.34422,1.46741,0.91622,0.7654,0.73044,0.82484,0.80411,0.42403,4.26078,1.08022,0.007426,0.007426,0.007426
28,710.666,0.33853,1.46253,0.91488,0.693,0.54888,0.67102,0.64577,0.47829,5.10315,1.09485,0.007327,0.007327,0.007327
29,736.342,0.33934,1.46403,0.91712,0.76404,0.77878,0.84465,0.82675,0.4277,4.34798,1.08245,0.007228,0.007228,0.007228
30,761.654,0.3369,1.4549,0.91626,0.53552,0.58755,0.58371,0.53983,0.47905,5.60028,1.15449,0.007129,0.007129,0.007129
31,787.408,0.33739,1.44568,0.91552,0.67575,0.70216,0.77125,0.74201,0.47867,4.38659,1.17651,0.00703,0.00703,0.00703
32,813.234,0.33147,1.43648,0.91458,0.6673,0.65474,0.73213,0.71593,0.43392,4.67949,1.0799,0.006931,0.006931,0.006931
33,838.432,0.33019,1.42804,0.91659,0.62856,0.7132,0.76042,0.72806,0.42902,4.42621,1.07701,0.006832,0.006832,0.006832
34,864.086,0.32765,1.4173,0.91553,0.71875,0.65955,0.75535,0.72834,0.46027,4.57152,1.081,0.006733,0.006733,0.006733
35,889.249,0.3288,1.4187,0.91544,0.7018,0.75122,0.80641,0.78461,0.42448,4.46272,1.07395,0.006634,0.006634,0.006634
36,914.928,0.3251,1.41216,0.91359,0.78581,0.68885,0.80619,0.78111,0.46694,4.31747,1.08325,0.006535,0.006535,0.006535
37,940.815,0.32204,1.4055,0.91294,0.61973,0.73323,0.77063,0.74578,0.41484,4.53,1.0743,0.006436,0.006436,0.006436
38,966.547,0.32365,1.38757,0.91426,0.78169,0.74386,0.84292,0.81755,0.36343,4.51355,1.07087,0.006337,0.006337,0.006337
39,991.413,0.31787,1.39097,0.91304,0.78777,0.69725,0.82079,0.79887,0.39027,4.38848,1.07082,0.006238,0.006238,0.006238
40,1015.14,0.31897,1.38264,0.9139,0.73054,0.71471,0.79778,0.77519,0.39534,4.48468,1.07583,0.006139,0.006139,0.006139
41,1039.35,0.31626,1.37734,0.91299,0.70885,0.75296,0.82272,0.80467,0.4045,4.31767,1.06825,0.00604,0.00604,0.00604
42,1063.55,0.30613,1.36539,0.91129,0.71098,0.73266,0.80348,0.78656,0.36467,4.35165,1.06912,0.005941,0.005941,0.005941
43,1087.14,0.30927,1.36535,0.91242,0.73727,0.72511,0.82219,0.79685,0.38198,4.33851,1.06762,0.005842,0.005842,0.005842
44,1111.12,0.30928,1.37339,0.91118,0.72541,0.76864,0.82872,0.80606,0.39481,4.43212,1.06988,0.005743,0.005743,0.005743
45,1134.76,0.3066,1.36241,0.91133,0.74027,0.72397,0.81683,0.79509,0.41002,4.18015,1.06929,0.005644,0.005644,0.005644
46,1158.55,0.30553,1.35648,0.91135,0.78865,0.73759,0.85155,0.83008,0.3988,4.13083,1.06774,0.005545,0.005545,0.005545
47,1182.59,0.30712,1.3558,0.91089,0.72008,0.73329,0.8053,0.78748,0.3524,4.22849,1.067,0.005446,0.005446,0.005446
48,1206.42,0.30276,1.35384,0.91147,0.76102,0.79006,0.85847,0.83769,0.39059,4.06612,1.06943,0.005347,0.005347,0.005347
49,1230.53,0.30375,1.34441,0.91079,0.78514,0.79415,0.87215,0.85079,0.39822,4.18432,1.06857,0.005248,0.005248,0.005248
50,1254.4,0.30186,1.34614,0.91074,0.81201,0.75229,0.85094,0.81829,0.37737,4.23519,1.07008,0.005149,0.005149,0.005149
51,1278.37,0.3005,1.33894,0.91053,0.76277,0.76236,0.84651,0.8187,0.37114,4.13831,1.06738,0.00505,0.00505,0.00505
52,1302.14,0.29853,1.34069,0.91075,0.75794,0.78901,0.85724,0.83599,0.35573,4.2465,1.06675,0.004951,0.004951,0.004951
53,1325.68,0.29136,1.31392,0.90958,0.79964,0.74099,0.85483,0.82921,0.36025,4.28715,1.06747,0.004852,0.004852,0.004852
54,1349.75,0.29179,1.31872,0.91006,0.77605,0.78315,0.86176,0.83459,0.36089,3.99409,1.06288,0.004753,0.004753,0.004753
55,1373.57,0.28981,1.3074,0.91052,0.80242,0.79413,0.87768,0.85251,0.35944,4.00387,1.06388,0.004654,0.004654,0.004654
56,1397.36,0.28328,1.30642,0.90936,0.70553,0.74205,0.80647,0.78018,0.37462,4.26709,1.06649,0.004555,0.004555,0.004555
57,1421.74,0.28823,1.31316,0.90972,0.71018,0.74636,0.81009,0.78545,0.37538,4.24939,1.06987,0.004456,0.004456,0.004456
58,1445.68,0.28556,1.30473,0.90938,0.72989,0.75043,0.82245,0.79708,0.36206,4.28524,1.06515,0.004357,0.004357,0.004357
59,1469.56,0.28334,1.29391,0.90964,0.76223,0.74026,0.82504,0.79936,0.34341,4.2928,1.07385,0.004258,0.004258,0.004258
60,1493.17,0.28094,1.29059,0.90899,0.75741,0.7689,0.84677,0.82619,0.33353,4.1507,1.0651,0.004159,0.004159,0.004159
61,1517.08,0.28054,1.28175,0.90789,0.72544,0.77548,0.83149,0.80978,0.3384,4.2151,1.06614,0.00406,0.00406,0.00406
62,1541.03,0.28221,1.27999,0.90697,0.74093,0.7639,0.82971,0.80783,0.34821,4.26696,1.06967,0.003961,0.003961,0.003961
63,1564.57,0.2769,1.27597,0.90693,0.76511,0.77006,0.84587,0.82034,0.3452,4.21387,1.06195,0.003862,0.003862,0.003862
64,1588.23,0.27671,1.27661,0.90814,0.76835,0.76452,0.83955,0.81252,0.36533,4.31872,1.0792,0.003763,0.003763,0.003763
65,1611.77,0.27676,1.26823,0.90781,0.73756,0.73034,0.80965,0.78364,0.37155,4.42837,1.08805,0.003664,0.003664,0.003664
66,1635.63,0.2735,1.26668,0.90808,0.77271,0.74652,0.82733,0.80028,0.38251,4.38687,1.0818,0.003565,0.003565,0.003565
67,1659.66,0.26854,1.25675,0.90777,0.75316,0.75531,0.82663,0.79883,0.38391,4.36466,1.08419,0.003466,0.003466,0.003466
68,1683.28,0.26445,1.25148,0.90709,0.76118,0.77665,0.84348,0.8158,0.38141,4.35098,1.07448,0.003367,0.003367,0.003367
69,1707.02,0.26657,1.24714,0.90717,0.7718,0.7711,0.84958,0.82441,0.37082,4.2938,1.08035,0.003268,0.003268,0.003268
70,1730.72,0.26444,1.24621,0.90578,0.77089,0.76956,0.84822,0.82306,0.36092,4.25239,1.07316,0.003169,0.003169,0.003169
71,1754.55,0.26544,1.23788,0.90621,0.77384,0.74633,0.83724,0.80916,0.35906,4.32158,1.08324,0.00307,0.00307,0.00307
72,1778.48,0.26367,1.23332,0.90684,0.7567,0.77113,0.84503,0.82024,0.34748,4.24699,1.08432,0.002971,0.002971,0.002971
73,1802.26,0.26453,1.23109,0.90711,0.75947,0.77562,0.85003,0.82616,0.34253,4.31655,1.07584,0.002872,0.002872,0.002872
74,1826.31,0.25838,1.22354,0.90526,0.7753,0.76299,0.84945,0.82619,0.34,4.30312,1.07114,0.002773,0.002773,0.002773
75,1849.97,0.25832,1.20724,0.90527,0.74169,0.74526,0.82651,0.80324,0.33442,4.40809,1.07104,0.002674,0.002674,0.002674
76,1875.09,0.25466,1.21364,0.90591,0.73501,0.74046,0.8216,0.79852,0.3364,4.44147,1.06681,0.002575,0.002575,0.002575
77,1900.23,0.25156,1.21451,0.90498,0.72877,0.74054,0.81923,0.79529,0.3329,4.42372,1.0811,0.002476,0.002476,0.002476
78,1924.04,0.2515,1.19961,0.90543,0.72024,0.75627,0.82304,0.8005,0.328,4.35957,1.07786,0.002377,0.002377,0.002377
79,1947.75,0.25012,1.20808,0.90627,0.72527,0.7454,0.8181,0.79614,0.32992,4.35532,1.08378,0.002278,0.002278,0.002278
80,1971.45,0.24453,1.19605,0.90329,0.7193,0.74416,0.81278,0.79017,0.33318,4.37893,1.08237,0.002179,0.002179,0.002179
81,1995.39,0.24475,1.19296,0.90299,0.70494,0.74791,0.80898,0.78655,0.33532,4.39005,1.0763,0.00208,0.00208,0.00208
82,2019.15,0.24219,1.18984,0.90424,0.70904,0.74589,0.81034,0.78714,0.33428,4.37423,1.07889,0.001981,0.001981,0.001981
83,2042.92,0.24218,1.18167,0.90306,0.70367,0.75652,0.81374,0.78987,0.33183,4.35184,1.07726,0.001882,0.001882,0.001882
84,2066.8,0.24051,1.18383,0.90478,0.71379,0.75207,0.8163,0.79206,0.32918,4.34751,1.07662,0.001783,0.001783,0.001783
85,2090.19,0.23692,1.17907,0.90383,0.70725,0.75743,0.81772,0.79322,0.32931,4.34289,1.07871,0.001684,0.001684,0.001684
86,2113.98,0.23803,1.16854,0.90411,0.71182,0.75685,0.81974,0.79516,0.32699,4.33845,1.07956,0.001585,0.001585,0.001585
87,2137.62,0.23455,1.1686,0.90321,0.71263,0.75781,0.81847,0.79409,0.32284,4.34156,1.07347,0.001486,0.001486,0.001486
88,2161.41,0.23075,1.161,0.903,0.71073,0.76229,0.82067,0.79582,0.3217,4.33389,1.08005,0.001387,0.001387,0.001387
89,2185.12,0.2313,1.1555,0.90264,0.70961,0.76414,0.82211,0.79731,0.3209,4.33292,1.07763,0.001288,0.001288,0.001288
90,2208.6,0.2305,1.15557,0.90241,0.70827,0.7628,0.82184,0.7971,0.31869,4.33675,1.077,0.001189,0.001189,0.001189
91,2233.29,0.1512,0.51652,0.91299,0.71664,0.76292,0.82867,0.80693,0.31771,3.76223,1.07019,0.00109,0.00109,0.00109
92,2256.7,0.12321,0.39353,0.90742,0.7216,0.76526,0.83369,0.81387,0.32043,3.32648,1.06461,0.000991,0.000991,0.000991
93,2280.65,0.12048,0.35945,0.90673,0.72203,0.76697,0.83697,0.81914,0.32381,3.00215,1.06087,0.000892,0.000892,0.000892
94,2304.45,0.11601,0.33896,0.90911,0.71828,0.76525,0.83702,0.82059,0.32595,2.76615,1.06115,0.000793,0.000793,0.000793
95,2328,0.11349,0.32237,0.90607,0.70623,0.77026,0.8377,0.82195,0.33002,2.57815,1.06158,0.000694,0.000694,0.000694
96,2351.76,0.10847,0.3115,0.90642,0.69599,0.77466,0.83695,0.82156,0.33325,2.43412,1.06195,0.000595,0.000595,0.000595
97,2375.14,0.10753,0.30432,0.90633,0.68461,0.78211,0.83661,0.82132,0.33741,2.3233,1.06239,0.000496,0.000496,0.000496
98,2398.99,0.10411,0.29532,0.90712,0.67954,0.78896,0.83592,0.82064,0.3394,2.23832,1.0628,0.000397,0.000397,0.000397
99,2422.15,0.10174,0.28751,0.90756,0.6751,0.79342,0.83444,0.81926,0.34136,2.16728,1.06322,0.000298,0.000298,0.000298
100,2446.64,0.1013,0.28426,0.90587,0.67149,0.7976,0.83379,0.81852,0.34472,2.10502,1.06365,0.000199,0.000199,0.000199
